0, 57045
10, 53939
20, 53891
30, 53907
40, 53878
50, 53897
60, 53899
70, 53915
80, 53888
90, 54055
100, 54016
110, 53952
120, 53955
130, 53972
140, 53936
150, 53930
160, 54007
170, 53934
180, 53934
190, 53998
200, 53930
210, 53929
220, 53946
230, 53915
240, 53918
250, 53933
260, 53946
270, 54004
280, 53912
290, 53947
300, 53938
310, 53933
320, 53955
330, 53945
340, 53945
350, 54165
360, 54179
370, 53997
380, 53941
390, 53926
400, 53942
410, 54148
420, 54161
430, 54140
440, 54194
450, 54140
460, 54115
470, 54121
480, 53940
490, 53940
500, 53953
510, 53997
520, 54089
530, 54238
540, 54162
550, 54134
560, 54230
570, 54146
580, 53957
590, 53908
600, 53925
610, 53994
620, 54149
630, 54178
640, 54231
650, 54167
660, 54132
670, 54162
680, 54188
690, 54173
700, 54147
710, 54151
720, 54140
730, 54063
740, 54123
750, 54173
760, 54167
770, 54175
780, 54056
790, 54127
800, 54176
810, 54110
820, 54023
830, 54090
840, 54000
850, 53967
860, 53979
870, 54193
880, 54120
890, 54073
900, 54141
910, 54066
920, 53992
930, 54037
940, 53933
950, 53950
960, 53926
970, 53922
980, 53931
990, 53955
1000, 53990
1010, 54024
1020, 53958
1030, 53952
1040, 53943
1050, 53933
1060, 53937
1070, 53931
1080, 53924
1090, 53959
1100, 53981
1110, 53937
1120, 54139
1130, 54161
1140, 54181
1150, 54146
1160, 53989
1170, 53976
1180, 53993
1190, 53928
1200, 53974
1210, 54000
1220, 53973
1230, 53967
1240, 53958
1250, 54004
1260, 54152
1270, 54242
1280, 54169
1290, 54192
1300, 54341
1310, 54146
1320, 54171
1330, 54048
1340, 53937
1350, 53934
1360, 54005
1370, 53930
1380, 53908
1390, 54029
1400, 53947
1410, 53934
1420, 54043
1430, 54161
1440, 54181
1450, 54170
1460, 54131
1470, 54239
1480, 54093
1490, 54074
1500, 54123
1510, 54022
1520, 53912
1530, 53927
1540, 53936
1550, 54072
1560, 54113
1570, 54126
1580, 54109
1590, 54078
1600, 54162
1610, 54115
1620, 54156
1630, 54173
1640, 54252
1650, 54132
1660, 54015
1670, 54023
1680, 53977
1690, 53951
1700, 53930
1710, 54106
1720, 54107
1730, 54076
1740, 53965
1750, 54240
1760, 54156
1770, 54025
1780, 53979
1790, 53966
1800, 54029
1810, 53931
1820, 54014
1830, 54183
1840, 54164
1850, 54206
1860, 54190
1870, 54149
1880, 54115
1890, 54191
1900, 54196
1910, 54192
1920, 54034
1930, 54023
1940, 54091
1950, 54032
1960, 53934
1970, 53978
1980, 53953
1990, 53954
2000, 53930
2010, 54004
2020, 53932
2030, 53949
2040, 53975
2050, 53934
2060, 53945
2070, 53945
2080, 53913
2090, 53932
2100, 53938
2110, 53942
2120, 54006
2130, 54054
2140, 54055
2150, 53973
2160, 53913
2170, 53944
2180, 53926
2190, 53932
2200, 53939
2210, 53928
2220, 53974
2230, 54041
2240, 53998
2250, 54031
2260, 54009
2270, 53987
2280, 53946
2290, 53942
2300, 53979
2310, 54019
2320, 53964
2330, 53928
2340, 53967
2350, 54007
2360, 53938
2370, 53937
2380, 54080
2390, 53927
2400, 53919
2410, 53979
2420, 53907
2430, 53934
2440, 53940
2450, 53934
2460, 53940
2470, 53950
2480, 54027
2490, 53945
2500, 54013
2510, 53961
2520, 53956
2530, 54081
2540, 54053
2550, 54132
2560, 54113
2570, 53956
2580, 54007
2590, 53942
2600, 53948
2610, 53939
2620, 53949
2630, 53951
2640, 53941
2650, 53948
2660, 53938
2670, 53926
2680, 53964
2690, 54116
2700, 54067
2710, 53980
2720, 53940
2730, 53998
2740, 53959
2750, 54016
2760, 53926
2770, 53935
2780, 53985
2790, 53915
2800, 53953
2810, 53937
2820, 53922
2830, 53945
2840, 53929
2850, 54023
2860, 53912
2870, 53921
2880, 53924
2890, 53951
2900, 53966
2910, 53944
2920, 53929
2930, 53953
2940, 53934
2950, 53921
2960, 53936
2970, 53926
2980, 53931
2990, 53939
3000, 53929
3010, 53915
3020, 53938
3030, 53916
3040, 53925
3050, 53974
3060, 53959
3070, 53928
3080, 53923
3090, 53935
3100, 53938
3110, 53979
3120, 53996
3130, 53940
3140, 53917
3150, 53987
3160, 53906
3170, 53936
3180, 53929
3190, 53921
3200, 53933
3210, 53938
3220, 53942
3230, 54014
3240, 53917
3250, 53926
3260, 53925
3270, 53930
3280, 53949
3290, 53942
3300, 53927
3310, 53935
3320, 53913
3330, 53931
3340, 53937
3350, 53920
3360, 53940
3370, 53920
3380, 53925
3390, 53939
3400, 53924
3410, 53925
3420, 54040
3430, 53969
3440, 53960
3450, 53966
3460, 53944
3470, 53937
3480, 53952
3490, 54054
3500, 53940
3510, 53923
3520, 53979
3530, 53914
3540, 53946
3550, 53933
3560, 53927
3570, 53933
3580, 53928
3590, 53929
3600, 53994
3610, 53923
3620, 53948
3630, 53932
3640, 53915
3650, 53947
3660, 53924
3670, 53943
3680, 53932
3690, 53912
3700, 54001
3710, 53929
3720, 53926
3730, 53929
3740, 53953
3750, 53907
3760, 53940
3770, 53930
3780, 53998
3790, 53967
3800, 53964
3810, 53929
3820, 53943
3830, 53924
3840, 53957
3850, 53929
3860, 54008
3870, 53956
3880, 53948
3890, 53979
3900, 53933
3910, 53975
3920, 53919
3930, 53922
3940, 53926
3950, 53923
3960, 53933
3970, 54020
3980, 53942
3990, 53930
4000, 53942
4010, 53961
4020, 53956
4030, 53935
4040, 53954
4050, 53932
4060, 53920
4070, 53927
4080, 53933
4090, 53918
4100, 53950
4110, 53923
4120, 53941
4130, 53932
4140, 53908
4150, 53934
4160, 53974
4170, 53960
4180, 53930
4190, 53922
4200, 53930
4210, 53949
4220, 53932
4230, 53997
4240, 53945
4250, 53955
4260, 53982
4270, 53918
4280, 53937
4290, 53933
4300, 53920
4310, 53937
4320, 53921
4330, 53936
4340, 54042
4350, 53924
4360, 53915
4370, 53949
4380, 53924
4390, 53941
4400, 53937
4410, 53924
4420, 54028
4430, 53912
4440, 53941
4450, 53928
4460, 53925
4470, 53939
4480, 53930
4490, 53950
4500, 53930
4510, 53911
4520, 53933
4530, 54042
4540, 53962
4550, 53937
4560, 53962
4570, 53941
4580, 53941
4590, 53930
4600, 53991
4610, 53939
4620, 53965
4630, 54039
4640, 53918
4650, 53947
4660, 53925
4670, 53919
4680, 53930
4690, 53924
4700, 53937
4710, 53994
4720, 53924
4730, 53929
4740, 53938
4750, 53913
4760, 53950
4770, 53932
4780, 53930
4790, 53920
4800, 53920
4810, 53930
4820, 53937
4830, 53914
4840, 53968
4850, 53913
4860, 53923
4870, 53936
4880, 53923
4890, 53940
4900, 54042
4910, 54015
4920, 53958
4930, 53934
4940, 53924
4950, 53962
4960, 53931
4970, 53992
4980, 53937
4990, 53931
5000, 54019
5010, 53939
5020, 53950
5030, 53912
5040, 53919
5050, 53930
5060, 53920
5070, 53923
5080, 53984
5090, 53933
5100, 53942
5110, 53952
5120, 53965
5130, 53936
5140, 53936
5150, 53942
5160, 53948
5170, 53918
5180, 53941
5190, 53924
5200, 53920
5210, 53937
5220, 53919
5230, 53926
5240, 53926
5250, 53901
5260, 53930
5270, 53974
5280, 53964
5290, 53943
5300, 53930
5310, 53914
5320, 53958
5330, 53928
5340, 54001
5350, 53945
5360, 53917
5370, 53983
5380, 53968
5390, 53952
5400, 53927
5410, 53931
5420, 53931
5430, 53932
5440, 53927
5450, 54006
5460, 53932
5470, 53930
5480, 53937
5490, 53914
5500, 53944
5510, 53929
5520, 53936
5530, 53923
5540, 53919
5550, 53933
5560, 53931
5570, 53917
5580, 53941
5590, 53911
5600, 53920
5610, 53931
5620, 53936
5630, 53929
5640, 53972
5650, 53948
5660, 53941
5670, 53949
5680, 53940
5690, 53960
5700, 53931
5710, 54011
5720, 53921
5730, 53936
5740, 53981
5750, 53931
5760, 53973
5770, 53918
5780, 53927
5790, 53923
5800, 53932
5810, 53917
5820, 54000
5830, 53934
5840, 53935
5850, 53923
