5860, 53936
5870, 53929
5880, 53936
5890, 53932
5900, 53938
5910, 53911
5920, 53931
5930, 53955
5940, 53940
5950, 54005
5960, 53920
5970, 53925
5980, 53933
5990, 53921
6000, 53926
6010, 54035
6020, 53959
6030, 53926
6040, 53940
6050, 53924
6060, 53951
6070, 53939
6080, 53994
6090, 53918
6100, 53915
6110, 54024
6120, 53927
6130, 53928
6140, 53977
6150, 53934
6160, 53941
6170, 53923
6180, 53924
6190, 54012
6200, 53925
6210, 53924
6220, 53944
6230, 53956
6240, 53940
6250, 53959
6260, 53948
6270, 53926
6280, 53924
6290, 53926
6300, 53926
6310, 53916
6320, 53941
6330, 53926
6340, 53941
6350, 53924
6360, 53920
6370, 53920
6380, 53979
6390, 53944
6400, 53963
6410, 53942
6420, 53934
6430, 53947
6440, 53939
6450, 54001
6460, 53931
6470, 53918
6480, 53981
6490, 53928
6500, 53939
6510, 53935
6520, 53981
6530, 53931
6540, 53943
6550, 53923
6560, 54029
6570, 53924
6580, 53921
6590, 53924
6600, 53958
6610, 53940
6620, 53955
6630, 53927
6640, 53935
6650, 53922
6660, 53941
6670, 53923
6680, 53928
6690, 53939
6700, 53914
6710, 53929
6720, 53934
6730, 53932
6740, 53932
6750, 53968
6760, 53946
6770, 53939
6780, 53963
6790, 53954
6800, 53956
6810, 53929
6820, 54006
6830, 53937
6840, 53920
6850, 53979
6860, 53928
6870, 53924
6880, 53930
6890, 53912
6900, 53960
6910, 53923
6920, 53936
6930, 54010
6940, 53926
6950, 53919
6960, 53939
6970, 53921
6980, 53930
6990, 53953
7000, 53936
7010, 53912
7020, 53946
7030, 53918
7040, 53932
7050, 53911
7060, 53937
7070, 53906
7080, 53931
7090, 53927
7100, 53924
7110, 53931
7120, 53972
7130, 53942
7140, 53948
7150, 53935
7160, 53920
7170, 53945
7180, 53945
7190, 54004
7200, 53939
7210, 53921
7220, 53984
7230, 53918
7240, 53920
7250, 53926
7260, 53916
7270, 53929
7280, 53986
7290, 53925
7300, 53999
7310, 53918
7320, 54037
7330, 53924
7340, 53951
7350, 53917
7360, 53959
7370, 53923
7380, 53934
7390, 54008
7400, 53923
7410, 53929
7420, 53938
7430, 53934
7440, 53925
7450, 53921
7460, 53935
7470, 53918
7480, 53956
7490, 54014
7500, 53938
7510, 53953
7520, 53935
7530, 53934
7540, 53953
7550, 53949
7560, 54042
7570, 53934
7580, 53922
7590, 54004
7600, 53944
7610, 53937
7620, 53944
7630, 53935
7640, 53934
7650, 53954
7660, 53972
7670, 54039
7680, 53913
7690, 53939
7700, 53929
7710, 53944
7720, 53931
7730, 53967
7740, 53957
7750, 53930
7760, 53929
7770, 53928
7780, 53935
7790, 53914
7800, 53935
7810, 53918
7820, 54010
7830, 53950
7840, 53916
7850, 53942
7860, 54045
7870, 53933
7880, 53969
7890, 53951
7900, 53951
7910, 53956
7920, 53941
7930, 54038
7940, 53941
7950, 53997
7960, 53972
7970, 53930
7980, 53921
7990, 53935
8000, 53925
8010, 53917
8020, 54011
8030, 53926
8040, 53977
8050, 53913
8060, 53934
8070, 53939
8080, 53934
8090, 53911
8100, 53965
8110, 53951
8120, 53932
8130, 53925
8140, 53914
8150, 53925
8160, 53920
8170, 53934
8180, 53924
8190, 53996
8200, 53943
8210, 53917
8220, 53960
8230, 54062
8240, 53938
8250, 53955
8260, 53955
8270, 53923
8280, 53956
8290, 53958
8300, 54016
8310, 53946
8320, 53948
8330, 54008
8340, 53937
8350, 53961
8360, 53942
8370, 53928
8380, 53926
8390, 53941
8400, 53927
8410, 54029
8420, 53958
8430, 53937
8440, 53944
8450, 53970
8460, 53924
8470, 53969
8480, 53971
8490, 53940
8500, 53958
8510, 53935
8520, 54007
8530, 53914
8540, 53952
8550, 53924
8560, 53995
8570, 53948
8580, 53912
8590, 53916
8600, 53967
8610, 53928
8620, 53958
8630, 53955
8640, 53919
8650, 53956
8660, 53953
8670, 53923
8680, 54024
8690, 53928
8700, 53986
8710, 53928
8720, 53909
8730, 53927
8740, 53925
8750, 53956
8760, 53926
8770, 53904
8780, 54024
8790, 53953
8800, 53947
8810, 53948
8820, 53951
8830, 53923
8840, 53946
8850, 54035
8860, 53935
8870, 53982
8880, 53916
8890, 53937
8900, 53912
8910, 53940
8920, 53902
8930, 53998
8940, 53942
8950, 53933
8960, 53908
8970, 54061
8980, 53929
8990, 53945
9000, 53934
9010, 53927
9020, 53930
9030, 53931
9040, 53910
9050, 53998
9060, 53912
9070, 53985
9080, 53921
9090, 53910
9100, 53930
9110, 53909
9120, 53925
9130, 53909
9140, 53908
9150, 53982
9160, 53911
9170, 53949
9180, 53929
9190, 53917
9200, 53908
9210, 53913
9220, 53909
9230, 53917
9240, 53907
9250, 53904
9260, 53912
9270, 53912
9280, 53904
9290, 53909
9300, 53902
9310, 53914
9320, 53906
9330, 53909
9340, 53974
9350, 53885
9360, 53878
9370, 53867
9380, 53864
9390, 53877
9400, 53868
9410, 53865
9420, 53947
9430, 53867
9440, 53929
9450, 53909
9460, 53934
9470, 53940
9480, 53905
9490, 53904
9500, 53906
9510, 53905
9520, 53979
9530, 53906
9540, 53906
9550, 53937
9560, 53931
9570, 53914
9580, 53910
9590, 53908
9600, 53910
9610, 53908
9620, 53905
9630, 53907
9640, 53903
9650, 53914
9660, 53903
9670, 53906
9680, 53906
9690, 53907
9700, 53902
9710, 53977
9720, 53975
9730, 53925
9740, 53906
9750, 53907
9760, 53912
9770, 53917
9780, 53902
9790, 53987
9800, 53968
9810, 53965
9820, 53917
9830, 53907
9840, 53913
9850, 53904
9860, 53911
9870, 53915
9880, 53976
9890, 53917
9900, 53910
9910, 53916
9920, 53914
9930, 53946
9940, 53917
9950, 53932
9960, 53926
9970, 53906
9980, 53924
9990, 53907
